contact_id,account_id,email,first_name,last_name,title,contact_status,job_persona,job_level,created_date,mql_date,mkto_contact_score,is_mql,has_lead_origin,primary_lead_id,no_longer_with_company,has_opted_out,email_bounced
ab60b4dd1a654227,,adam.pierce@russellgroup.com,Adam,Pierce,,Active,CISO,Individual Contributor,2023-06-01,,39,False,True,9f507d6c3e364c14,False,True,False
e1255457e7a54441,9bc16b4817824d1a,debbie.velez@pearsonandso.com,Debbie,Velez,Social researcher,Qualified,Champion,,2024-07-20,,167,False,True,a57e1783735b457e,False,True,True
57b741617c8641af,f916ea30e0744727,sarahjohnson@gmail.com,Gregory,Khan,Occupational psychologist,Nurture,End User,Manager,2022-01-15,,58,False,True,dd6e3448c82448a9,False,False,False
428f0a8ca3284912,9bc16b4817824d1a,monica.roberts@smithplc.com,Monica,Roberts,Toxicologist,Attempted,,VP,2024-12-04,,154,False,True,11bb6588b8414d95,False,False,False
104c834a1a6544d6,,justin.hays@warrensmalla.com,Justin,Hays,,Attempted,,VP,2024-01-17,,162,False,True,54eae1d9824c42cc,False,True,False
06809f279e4a4a9b,,mark.simon@scottlopezan.com,Mark,Simon,Hotel manager,MQL,Economic Buyer,,2023-06-01,2024-11-11,22,True,True,b2e86f57a1ed4620,True,False,True
95e95e5ae7b247c4,,danielle.sullivan@robertson-mi.com,Danielle,Sullivan,,MQL,Technical Buyer,Manager,2024-02-16,2025-03-20,35,True,True,482b1ffacd8e440d,False,False,False
54c126df297d4f80,6dd1af3232774ecb,marcus.wright@reyes-griffi.com,Marcus,Wright,,Active,Champion,Director,2022-01-15,,168,False,True,863ad037313149b7,True,False,True
b56c99f79066490c,b92214f0f0ba45e2,bryanwilson@hotmail.com,Alexander,Valdez,Information systems manager,MQL,Champion,Individual Contributor,2022-01-15,2025-02-13,59,True,True,b61440443ad74121,False,False,False
e2b082882aa247a2,bca104e01209402a,sandra.barron@vaughn-fowle.com,Sandra,Barron,Hotel manager,Attempted,CISO,,2023-06-01,,134,False,True,c13e503f75094ad3,True,False,False
28f34b323a3544e6,99b51203a6134f3f,dennis.hernandez@zhangbrooksa.com,Dennis,Hernandez,Public affairs consultant,MQL,,,2022-01-15,2024-12-30,54,True,True,642e6e3dcc894a0a,False,True,False
7de14195e6334f42,,foxallison@outlook.com,Erin,Larson,,Nurture,,,2024-08-25,,162,False,True,09dc88241b334601,False,True,False
e3c07340ce1b4d87,1909e3cef0a242b0,bryan.kelley@harrisherrer.com,Bryan,Kelley,,Active,Non-Prospect,Director,2022-01-15,,18,False,True,f520acc78048466b,False,False,False
636de94aacf64451,319b26d53a994995,brandy.davis@griffinbrown.com,Brandy,Davis,Pathologist,MQL,,Director,2023-07-01,2025-01-10,67,True,True,665569957e5d43cd,False,True,False
fbb3ad39ecbf4ec0,68d859bece2245ac,emily.parker@fosterinc.com,Emily,Parker,Engineering geologist,MQL,Non-Prospect,,2023-06-01,2025-03-04,100,True,True,497f8df7dda742c9,False,True,False
53f6dd5eb4354286,9220006c997c4ef7,amber.brown@andersengrou.com,Amber,Brown,Ambulance person,Qualified,Champion,,2024-11-22,,104,False,True,51b0a007bdfa4dad,False,False,False
36514007902349fe,c171f3eb944e4e14,katie.good@stuartbrooks.com,Katie,Good,"Production assistant, radio",Qualified,Non-Prospect,,2023-06-01,,16,False,True,e427ad64c6d44adb,True,False,False
a9dfa17ac0094237,74f4467873ba41b3,dorothy.ryan@daltonwilson.com,Dorothy,Ryan,,Nurture,Champion,,2023-06-15,,71,False,True,dbb1633a998246b6,False,True,True
b53580e1ff8f431c,565c43db21064526,katelyn.good@nunez-stephe.com,Katelyn,Good,,Active,Technical Buyer,,2024-05-26,,120,False,True,a8aa693bc0d3458b,False,False,False
f14e6c69e5c942bd,585f4650624042fd,michael.hill@cannonjohnso.com,Michael,Hill,Volunteer coordinator,Qualified,Champion,Individual Contributor,2023-08-07,,154,False,True,aa2871a936984c64,True,False,False
a5fa7dac78eb446a,5631db9f5a8f449b,craig.johnson@powersbrenna.com,Craig,Johnson,,Active,,Director,2023-06-01,,157,False,True,d43b9547ff514197,False,False,False
4d9d7d2127b44341,,karen.parsons@gordonllc.com,Karen,Parsons,Facilities manager,Attempted,,Individual Contributor,2023-06-01,,82,False,True,6b27a23fb2db47dc,False,True,False
89ebc340237f46b7,531d3d988d7c4420,admin@odom.com,Loretta,Young,Patent attorney,MQL,,Director,2024-05-23,2025-02-22,173,True,True,be63a7ac7c0848bb,False,False,True
7cd0ab9aab2645f5,3190811cf697464c,brittany.moss@garrettgroup.com,Brittany,Moss,"Surveyor, commercial/residential",Qualified,Non-Prospect,Individual Contributor,2023-05-17,,35,False,True,94c83e0082b34ccd,False,False,False
0c6acedb2ab44800,,dawn.james@floresbutler.com,Dawn,James,Mudlogger,Active,Non-Prospect,Individual Contributor,2023-06-01,,118,False,True,c484600dab3a48a2,False,True,False
fe7b9d67829b4d9e,49aa1d3434f74961,lindamelendez@yahoo.com,John,Perez,"Surveyor, planning and development",Active,Champion,,2024-06-07,,162,False,True,b6461229fb094042,False,False,True
bb8645b2cd4145d2,eefceb8f0c264308,dennis.sanchez@riverainc.com,Dennis,Sanchez,"Production assistant, television",Active,End User,,2023-11-10,,145,False,True,d52514a6b64f423d,False,False,False
4dce91c6fb904fdf,622e27df91b84fb8,russojacob@hotmail.com,James,Adams,Theatre manager,MQL,,Manager,2022-01-15,2025-03-13,100,True,True,97a33198c3c8401c,False,False,False
a6cf1581465147f9,891a3f2706644224,rebecca.turner@lewisandsons.com,Rebecca,Turner,,Active,Champion,Manager,2024-07-15,,140,False,True,03945b55857648ef,False,True,False
557a64db7a994353,7fa7795bb25b4161,cassandra.harris@arnoldllc.com,Cassandra,Harris,Museum/gallery conservator,Attempted,Champion,,2024-09-10,,125,False,True,c049ec91cadd440d,False,False,False
20c6c3834e5848a4,49b2ee91ce264780,jose.hunt@owens-lang.com,Jose,Hunt,"Psychotherapist, child",MQL,,Director,2024-11-30,2025-04-13,13,True,True,0fe4d17b08ec46bb,False,False,False
be20f6496b0547cc,0983fad7081e4853,robert.hart@figueroainc.com,Robert,Hart,Games developer,MQL,End User,VP,2023-06-01,2024-11-12,52,True,True,c4a490b9ffd841f3,False,False,False
96c29a9868e14407,757022cd00324e96,elijah.rivera@hudson-sanch.com,Elijah,Rivera,Statistician,MQL,,Manager,2025-03-22,2025-03-02,72,True,True,133469df9806475e,False,False,False
1697494c6fc54f60,4d9212f629544ab8,tracy.cummings@henryjackson.com,Tracy,Cummings,"Doctor, general practice",MQL,End User,Manager,2023-06-01,2025-03-05,149,True,True,d052c0d0f5644ea6,True,False,False
3c9760464533489b,cbd785d9a8444113,jack.preston@bernardwarre.com,Jack,Preston,,Active,Non-Prospect,Director,2023-06-01,,4,False,True,54c020153c144814,True,False,True
f5f9e02e123345a1,ba821e7953014960,crystal.jones@smithplc.com,Crystal,Jones,"Programmer, applications",Active,End User,Individual Contributor,2024-06-29,,63,False,True,8cacb918d1f54529,True,False,False
2069ee0970dc4413,cebfdafefd3c496b,sarah.durham@freemansmith.com,Sarah,Durham,"Administrator, charities/voluntary organisations",MQL,Non-Prospect,Manager,2024-10-14,2025-02-11,0,True,True,df76e8d4f5f24743,False,False,False
d237358c2ff54850,8748fc8ee24e4175,amanda.mitchell@licraiganddr.com,Amanda,Mitchell,Editorial assistant,MQL,End User,,2023-07-27,2025-01-07,20,True,True,31f69e4d63f647b0,False,False,False
c3748581cd71444c,,eduardo.lee@kinggomezand.com,Eduardo,Lee,,Active,End User,Manager,2024-03-04,,5,False,True,f0ca1232ee7e4832,True,False,False
0bd387d6f6b04e4a,,info@sutton-abbott.com,John,Terry,Chief Financial Officer,Qualified,Champion,Manager,2023-11-15,,5,False,True,0b01a6f8961f41da,False,False,False
e2a03217e1de418a,fe02e881caac4842,christopherbruce@mail.ru,Brian,Smith,Learning disability nurse,Active,End User,,2023-07-20,,178,False,True,82ca6fa433c4428c,True,False,False
185ff763c6394254,65f1d66e5bd746e3,samantha.hall@clayalvareza.com,Samantha,Hall,Cabin crew,Nurture,Technical Buyer,,2024-08-21,,63,False,True,6ba1c38c16b84b74,False,True,False
0b6309f2c08b4c60,ac1a969433f44808,antonio.mcfarland@smith-clark.com,Antonio,Mcfarland,Cytogeneticist,Attempted,,Individual Contributor,2023-12-08,,165,False,True,5c6d2eb91cf6496a,False,False,False
d5d03e309d624c46,37f5eb0bf03943d9,irhodes@hotmail.com,Anne,Knight,Learning disability nurse,Nurture,Champion,Individual Contributor,2024-02-28,,111,False,True,f06e918fc3fa42b7,True,False,False
cd1f05a8810b46c1,,brian63@yahoo.com,Vanessa,Ramsey,Call centre manager,MQL,Technical Buyer,Individual Contributor,2023-06-01,2025-03-05,122,True,True,e00ee7f337564fc4,False,False,False
d4b0f2e3e43a45cb,f07802446d2840f8,anthony47@outlook.com,Caitlin,Novak,Recycling officer,Nurture,Champion,Individual Contributor,2023-06-11,,50,False,True,b47c7cbdbc234a21,False,True,False
adceeaf9aaa2430d,d98f71a181cf4949,ryan.frazier@jamesbartona.com,Ryan,Frazier,Fine artist,Active,,,2024-08-10,,178,False,True,57fd296caadc4487,False,True,False
0994061951c94e49,1c53b76108f64cba,kristen.moore@stewart-rodr.com,Kristen,Moore,"Accountant, chartered public finance",Active,Economic Buyer,Manager,2024-07-14,,71,False,True,a1b14991effd4e81,False,False,False
f0d72be159874845,ff51cfaff9ea47f1,curtis.miller@cole-peters.com,Curtis,Miller,,Qualified,,Individual Contributor,2024-10-13,,13,False,True,63f3c4fb75ed490c,False,False,False
ed3af663d14944f9,206cba67f8ad4d58,angela.carlson@shields-smit.com,Angela,Carlson,,MQL,CISO,,2024-10-03,2025-03-11,42,True,True,36ec4cd513e84a07,False,False,False
ec338a5d5d234089,,ashleyjackson@outlook.com,Anita,Haney,Museum/gallery conservator,MQL,End User,,2025-01-13,2025-03-30,200,True,True,dab0d6a3e9784ef2,False,True,True
42f7db47e774464b,e3208a541dbb4d58,joseph.thomas@hamiltongrou.com,Joseph,Thomas,,MQL,Technical Buyer,,2023-09-13,2025-04-28,47,True,True,fdde8aae30b948ae,False,False,False
ecbe7986f33d4661,,sheryl.le@wheeler-gonz.com,Sheryl,Le,,MQL,Champion,,2022-01-15,2025-03-19,14,True,True,2767fe9cc5b843d2,False,False,True
65f4093266fb4e31,3bd17bd1466f4d06,scott69@gmail.com,Martin,Oliver,Copy,MQL,Champion,,2022-01-15,2025-02-27,200,True,True,81de45fb7fb14a9e,False,False,False
a9e278748c164dc7,fb7db87146894868,james.edwards@novak-carter.com,James,Edwards,Recycling officer,Active,End User,,2024-12-10,,155,False,True,61fa764e40de41d3,True,False,False
653bb8ecfa944c63,,kristi.diaz@gonzalezosbo.com,Kristi,Diaz,Statistician,MQL,,,2025-04-01,2024-12-13,193,True,True,de639849145a4e6b,False,False,False
a39dc45cb18d4068,65f1d66e5bd746e3,marie16@hotmail.com,Sherry,Clark,Restaurant manager,Nurture,,Individual Contributor,2023-10-12,,155,False,True,077a295c463147bb,False,False,False
0c91b630b75d4d32,20481ff337cb4ee7,emccormick@rediffmail.com,Johnny,Moore,,MQL,End User,Manager,2024-07-18,2025-04-21,127,True,True,eb0ea56d079e414f,False,False,False
a0fb625caf8e4d32,206a595accfd48c3,samantha.holt@johnsonschmi.com,Samantha,Holt,Software engineer,MQL,End User,,2023-06-01,2025-02-09,76,True,True,006f0882a91047be,False,False,False
f33e8157679c4f36,9bc5161f807f4c9b,diane.kelly@salazarharta.com,Diane,Kelly,,MQL,,Individual Contributor,2025-03-16,2024-11-30,192,True,True,9075780e2d294612,False,True,False
6405f14db5f74b15,9c1782bd9db14c2f,sheila.carpenter@clarkmcgeean.com,Sheila,Carpenter,Manufacturing engineer,Attempted,End User,,2023-06-01,,52,False,False,,False,False,True
601c8f7bc0c64e12,385491ad1f044bdb,eramirez@yahoo.com,Rachael,Gordon,,Nurture,End User,,2024-03-02,,141,False,False,,False,False,False
082813b1be8d4616,75d7a068fecc4c5a,michael.tucker@gallegosharr.com,Michael,Tucker,,Active,,,2024-11-03,,133,False,False,,False,False,False
46302e4a1c59461c,f7bb6cf3605a4e3e,rachel.hayes@marsh-doughe.com,Rachel,Hayes,,Qualified,,Director,2024-01-09,,186,False,False,,False,False,False
83ba1988fe7a4056,ee775723bd824e24,jacob.henson@millerandson.com,Jacob,Henson,,MQL,,Individual Contributor,2024-11-05,2025-03-11,56,True,False,,True,False,False
09b2f33d1c144fce,f07802446d2840f8,susan.jones@hillltd.com,Susan,Jones,,Active,Champion,,2024-07-14,,186,False,False,,False,True,False
0c9bff8b970e409a,bdffb97db03e4ec7,tyler.golden@cranejohnson.com,Tyler,Golden,Special educational needs teacher,Active,End User,C-Level,2023-07-10,,142,False,False,,False,False,False
a1317e7355ac4835,cc5c6ef2e36c4240,pwallace@yahoo.com,Sarah,Wells,Advertising art director,Attempted,,Individual Contributor,2024-06-20,,69,False,False,,False,False,False
bebe4cf0518d4a51,5f2df9e291da4598,marystone@yahoo.com,Kelly,Brown,Legal executive,Active,Economic Buyer,Director,2023-06-01,,25,False,False,,False,False,False
790a4da286f440b7,cbd785d9a8444113,todd88@gmail.com,Robert,Cooper,"Producer, television/film/video",MQL,,Director,2023-05-24,2025-02-09,110,True,False,,False,False,True
384fb48806ba423f,7c9888bee6f641e2,george43@hotmail.com,Stephen,Bradley,Radio broadcast assistant,MQL,,Individual Contributor,2023-08-08,2025-01-10,42,True,False,,False,False,False
9f51142249904404,70e77fbbd13d4146,hernandezjustin@yahoo.com,Nathan,Roberts,,Active,,,2024-12-28,,34,False,False,,False,False,False
dc08aab616e64b57,ca95156fe1d04fad,christine.martin@mitchellmcph.com,Christine,Martin,"Designer, exhibition/display",MQL,Champion,,2023-06-01,2024-12-02,49,True,False,,False,False,False
2968ce2963a74cab,ca9b40a5d3884526,autumn74@yahoo.com,Evan,Wilson,Merchant navy officer,MQL,,,2024-11-11,2024-11-26,131,True,False,,True,False,False
6e4cf92b08164b4a,969cebedb14e46cf,jack.hart@wadellc.com,Jack,Hart,Data scientist,Nurture,Non-Prospect,Individual Contributor,2023-12-25,,107,False,False,,False,False,False
dc54e39dedc8413f,3bc38b2bb37e4a9d,nathan.fernandez@fergusoninc.com,Nathan,Fernandez,,Qualified,,,2023-06-01,,72,False,False,,False,False,False
f75a88a9b62649d3,f5ff5461298247e2,staciereilly@gmail.com,Richard,Porter,,MQL,,Individual Contributor,2023-08-09,2025-03-08,49,True,False,,False,True,False
0bc6fb99b08045d0,622e27df91b84fb8,deborah47@outlook.com,Adam,Rodgers,,Nurture,Economic Buyer,Manager,2024-05-05,,145,False,False,,False,False,False
8403011988cb44d9,65f1d66e5bd746e3,tara.webster@estradamarsh.com,Tara,Webster,Private music teacher,MQL,,,2023-06-01,2024-11-27,184,True,False,,False,True,True
a75ad55a897d41f3,622e27df91b84fb8,matthew.rodriguez@mccullough-t.com,Matthew,Rodriguez,Structural engineer,MQL,Technical Buyer,,2023-11-05,2025-03-24,190,True,False,,False,False,False
42e038bc59564805,e0c77b5aa4574012,darryl.johnson@randallgriff.com,Darryl,Johnson,Automotive engineer,Qualified,Champion,Manager,2023-12-23,,11,False,False,,False,True,False
a499df778d904527,d98f71a181cf4949,kimberlywang@yahoo.com,Cathy,Lee,,MQL,CISO,Manager,2023-08-25,2025-02-09,166,True,False,,False,False,False
f906cf70c2fa43b7,554468d9beff4e90,andrew.ryan@rhodes-rosar.com,Andrew,Ryan,Science writer,Active,,,2024-07-31,,139,False,False,,False,True,False
83772b6498b54f01,36c604a3c5954b65,preston.henry@jacobshardin.com,Preston,Henry,,MQL,End User,Individual Contributor,2023-08-16,2024-11-12,60,True,False,,False,False,False
b5393b7c3ee54c22,8748fc8ee24e4175,xwood@rediffmail.com,Raymond,Baldwin,"Administrator, charities/voluntary organisations",MQL,,,2023-06-01,2025-03-28,171,True,False,,False,True,False
fdc064d3669440ad,6c4abf98669d4d11,fsawyer@gmail.com,Justin,Bell,,MQL,Economic Buyer,Director,2023-06-17,2025-03-22,197,True,False,,False,False,False
4064ad55d7784943,7c1f05a16908456b,jessica.wallace@lara-roberts.com,Jessica,Wallace,Photographer,Active,,Individual Contributor,2024-11-27,,45,False,False,,False,False,False
47e34a05ea864c0e,6bd4b847804e41fa,jessica.perry@harperthomas.com,Jessica,Perry,"Scientist, water quality",MQL,End User,Individual Contributor,2024-10-17,2025-03-20,122,True,False,,False,False,False
3b3f2575df7442d4,6f7a7b7845d1439a,valerie.jones@aviladavisan.com,Valerie,Jones,Government social research officer,MQL,Economic Buyer,VP,2024-08-27,2024-11-23,178,True,False,,True,False,False
5f740c16b2cb4316,7663529cc93a4280,robert.peters@bradleymelen.com,Robert,Peters,,Active,End User,Individual Contributor,2024-09-10,,170,False,False,,False,False,False
e17941d5462b401f,c9585f6aebde42cc,keith.henry@davenport-to.com,Keith,Henry,"Surveyor, land/geomatics",Nurture,End User,VP,2023-09-05,,185,False,False,,False,True,False
0f5a8f2b29274407,e1d05fbfe059420b,jodi.walker@moorellc.com,Jodi,Walker,Public house manager,MQL,,Manager,2023-06-01,2025-02-13,97,True,False,,False,False,False
cffa249de967495a,5311269b2af04ae3,david.wade@butler-vasqu.com,David,Wade,,Active,,Manager,2025-03-06,,134,False,False,,False,False,False
7ec2970bfc284261,c6d5f75384fb43ac,anthony.hubbard@gamble-jones.com,Anthony,Hubbard,,Active,Non-Prospect,,2024-09-26,,194,False,False,,False,False,False
b6a676e2d80c47cd,3190811cf697464c,courtney71@gmail.com,Bianca,Cunningham,Midwife,MQL,Champion,,2024-06-01,2025-01-17,107,True,False,,True,False,False
f0b3e3366a3447fd,ee0ea07437bc4204,william.johnston@martin-brown.com,William,Johnston,IT consultant,Attempted,CISO,C-Level,2023-06-01,,63,False,False,,True,True,False
1fc0f295b0e24985,9a7dcd8c991348a3,frank45@yahoo.com,Steven,Steele,,Attempted,End User,,2024-10-10,,69,False,False,,False,False,False
698e27dd917b4bb1,bfdbdee1f0874f88,robertsalyssa@mail.ru,Daisy,Friedman,,MQL,Technical Buyer,Manager,2024-06-06,2025-01-17,63,True,False,,False,False,False
97b1e506c8b6456e,16f64ec320bb420b,kathygeorge@gmail.com,Willie,Miranda,,Qualified,,VP,2024-11-21,,59,False,False,,False,False,False
2f384e701f2d465d,400cf5ecd1144bf1,amy.brennan@marshnelsona.com,Amy,Brennan,,Attempted,,Individual Contributor,2024-12-09,,37,False,False,,False,False,False
a81a43ec77e540e6,f40faa29dd754ec4,cody.carpenter@smithplc.com,Cody,Carpenter,Herbalist,MQL,Economic Buyer,Individual Contributor,2023-06-01,2025-01-21,169,True,False,,False,False,False
861e724984954e47,27adf4d94b4244c5,nathan.washington@mccall-marti.com,Nathan,Washington,Engineering geologist,Nurture,Non-Prospect,C-Level,2023-06-01,,36,False,False,,False,True,False
b0474b45eef4492a,585f4650624042fd,eric.walker@popeplc.com,Eric,Walker,Visual merchandiser,Active,,,2023-06-01,,122,False,False,,False,False,True
d15ca85acc094af9,6bd4b847804e41fa,hannah.cisneros@marquezparka.com,Hannah,Cisneros,,MQL,,Individual Contributor,2024-12-10,2025-01-26,168,True,False,,False,False,False
6673ae7a7f2449b2,82093ea79b354ada,sandramendoza@yahoo.com,Steven,Jones,Insurance underwriter,Attempted,Non-Prospect,,2024-07-17,,38,False,False,,False,False,False
736cd2d5c7a54c83,82093ea79b354ada,hannah.taylor@preston-harp.com,Hannah,Taylor,"Lighting technician, broadcasting/film/video",MQL,,,2023-06-01,2025-02-20,154,True,False,,False,False,False
c0ded70eb91142af,fe02e881caac4842,gerald.torres@olsenwalkera.com,Gerald,Torres,,MQL,,Individual Contributor,2023-10-04,2025-03-03,19,True,False,,False,False,False
8cd41bb78874486b,a2c929714d1f4852,hailey.parker@andersoninc.com,Hailey,Parker,,Active,Technical Buyer,,2023-09-18,,9,False,False,,False,False,False
2e2d099cf28649bd,5153053f818d45f8,smithtodd@yahoo.com,Hannah,Bowers,Plant breeder/geneticist,MQL,Champion,,2023-07-15,2025-02-25,70,True,False,,False,False,False
c6c822c522c54798,47f5666f432f4226,brad.rodriguez@palmerbrowna.com,Brad,Rodriguez,Forensic scientist,Nurture,Non-Prospect,Individual Contributor,2023-06-01,,71,False,False,,True,False,False
f14126bd57ed489f,a2c929714d1f4852,websterkimberly@yahoo.com,Bradley,Turner,,MQL,,Individual Contributor,2023-05-19,2025-03-17,45,True,False,,False,False,False
044f57ef00b3474c,ac1a969433f44808,ellenjohnson@hotmail.com,Jamie,Santana,Dancer,Qualified,,,2024-09-04,,40,False,False,,False,True,False
61470ceffeeb4b6c,ad4f60a1a88246fa,meghan.mcmahon@baileymartin.com,Meghan,Mcmahon,Video editor,Active,Champion,VP,2023-06-01,,133,False,False,,False,False,False
943790ce9fb24af4,3bc38b2bb37e4a9d,john.hudson@weissinc.com,John,Hudson,Seismic interpreter,Qualified,Champion,,2023-08-02,,113,False,False,,False,False,False
23e76d51fda44283,7977d1747af2409d,jay.lee@jackson-webs.com,Jay,Lee,,Active,,Manager,2024-12-29,,188,False,False,,False,False,True
08dc331ab85d4a3c,c04278d96e7649c7,samanthayork@yahoo.com,Teresa,Garcia,Public relations officer,Qualified,End User,,2023-09-28,,18,False,False,,False,False,False
61af7fc08b2b4a0b,972a55b09b404b19,michael.lawrence@nunez-rodrig.com,Michael,Lawrence,Marine scientist,MQL,,,2024-09-03,2025-03-05,159,True,False,,False,False,False
ae106ed2fe2d42ab,2c273c82c4d049d4,rickjuarez@gmail.com,Tina,Coleman,,MQL,Non-Prospect,Individual Contributor,2024-04-21,2025-04-28,82,True,False,,False,False,False
7f3a18ab0df64438,d5c6faa8f56a4cd5,david.rodriguez@simpsonllc.com,David,Rodriguez,,Qualified,Non-Prospect,Individual Contributor,2024-01-08,,154,False,False,,True,True,False
06727094a0ba439c,16f64ec320bb420b,angela.williams@snyder-cruz.com,Angela,Williams,"Programmer, multimedia",Attempted,Technical Buyer,Individual Contributor,2023-06-01,,125,False,False,,False,False,False
d2bc1f7641334f1d,c04278d96e7649c7,caroline.collins@perez-russel.com,Caroline,Collins,,Active,Technical Buyer,C-Level,2023-06-01,,62,False,False,,False,False,True
addc1a97285546d8,3245670d835a408b,xcrosby@yandex.com,Jacob,Jones,,Active,,,2024-06-30,,43,False,False,,False,False,True
4e44fdc0320440df,04c36acaeb1c40cd,alexander.craig@garciakimand.com,Alexander,Craig,Chartered certified accountant,Qualified,,Director,2023-09-08,,134,False,False,,False,True,False
58f8511b63574ecc,f219724055874514,figueroapatricia@gmail.com,David,Foster,Dispensing optician,Active,Non-Prospect,VP,2024-11-25,,164,False,False,,False,False,False
3339c8c76ea84cf4,ed495689b58c451a,calvin.hester@gonzalez-ant.com,Calvin,Hester,Operations geologist,MQL,,Individual Contributor,2023-06-01,2024-11-09,173,True,False,,False,True,False
b59e3a96ffd44de5,757022cd00324e96,tramirez@outlook.com,David,Massey,,Nurture,End User,,2024-11-19,,64,False,False,,True,False,False
4c676fa4ec164404,f8ee0f5a8d9a459a,qkelly@hotmail.com,Brittney,Avila,Toxicologist,MQL,,Director,2025-02-17,2025-03-03,47,True,False,,False,False,False
a9bb4c69c3b74f7f,7b35a9187fe2425c,stephanie.archer@ramireztatea.com,Stephanie,Archer,Fitness centre manager,Nurture,Non-Prospect,VP,2024-06-19,,197,False,False,,False,True,False
cf940c96fcd24f4e,6bd4b847804e41fa,tracy.hall@johnsonltd.com,Tracy,Hall,,Active,Champion,Director,2023-06-01,,163,False,False,,True,False,False
eb579de6e3b64769,542689c6d93f4be6,maria.jimenez@stantongroup.com,Maria,Jimenez,,Active,Technical Buyer,Director,2023-06-01,,26,False,False,,True,False,False
25c67c05fe7744c4,b7c618b515174d4a,erin.hernandez@hansonwolfan.com,Erin,Hernandez,,Qualified,,C-Level,2023-06-01,,57,False,False,,True,False,True
6af3abf016e94e8a,74f4467873ba41b3,katrina.sparks@cartergroup.com,Katrina,Sparks,,Nurture,Non-Prospect,VP,2023-11-10,,104,False,False,,False,False,False
8f546d1eda9a4b86,9556bb3588b24be6,william.daniels@paynecisnero.com,William,Daniels,,Active,Non-Prospect,,2023-06-01,,152,False,False,,False,True,False
4b664d0d14d54f9c,fab38126606a4f58,yedwards@outlook.com,Nicole,Wilson,Probation officer,Qualified,Champion,Individual Contributor,2024-02-01,,34,False,False,,False,True,False
81d824cba1134689,92c3e16309b249ac,steve.johnson@hopkinschana.com,Steve,Johnson,"Development worker, international aid",Qualified,End User,,2023-06-01,,104,False,False,,False,False,False
72610f0393034452,7e0468870ad742ae,travis.taylor@pricegallagh.com,Travis,Taylor,,MQL,,,2023-06-01,2025-04-21,133,True,False,,False,False,True
aafd59e27c9b48a3,18dfbdb615874d63,donna.jennings@harrisonhart.com,Donna,Jennings,,Qualified,CISO,Director,2025-02-13,,4,False,False,,False,False,False
51c6ef2005cd41e8,ac1a969433f44808,peter.simpson@jensen-gomez.com,Peter,Simpson,Higher education careers adviser,MQL,Non-Prospect,Individual Contributor,2023-07-19,2025-04-24,82,True,False,,False,False,False
456158329395467c,319b26d53a994995,luke.johnson@andersonllc.com,Luke,Johnson,Magazine journalist,Attempted,,C-Level,2024-01-11,,36,False,False,,False,False,False
b9c4f4427744415d,ca147e09badd4026,lisa.silva@petersondavi.com,Lisa,Silva,Marketing executive,Qualified,,Director,2023-12-30,,140,False,False,,False,False,False
3487f0dd7eca42e7,9bc16b4817824d1a,robert.brown@wrightltd.com,Robert,Brown,Insurance underwriter,Attempted,Champion,,2025-03-14,,16,False,False,,False,False,False
7d9b02db6d88463b,4630aedd26664b7c,brittany.lozano@meltoninc.com,Brittany,Lozano,Leisure centre manager,Qualified,Non-Prospect,Individual Contributor,2024-10-14,,196,False,False,,False,False,False
4e356cc36bfa4a0b,fc8f645b85504a8c,geoffrey.ryan@murraygroup.com,Geoffrey,Ryan,Tax inspector,MQL,End User,Individual Contributor,2023-12-21,2024-12-18,148,True,False,,False,False,False
acc4ba9ace8a4fba,c171f3eb944e4e14,dominguezbrianna@yahoo.com,Zachary,Fisher,Investment analyst,Nurture,,,2024-09-14,,57,False,False,,False,True,False
5c8a3620fd8247c4,37f5eb0bf03943d9,nicholas.myers@davisfreeman.com,Nicholas,Myers,"Engineer, land",MQL,Champion,Manager,2023-12-04,2024-11-18,7,True,False,,False,True,False
ed0c8805bd434702,e1d05fbfe059420b,garrett45@libero.it,Matthew,Shaw,Press photographer,Attempted,,,2024-03-27,,4,False,False,,False,False,False
cae03539f47a4c54,206cba67f8ad4d58,james.reid@pittmanplc.com,James,Reid,"Engineer, site",Qualified,End User,,2023-07-17,,139,False,False,,False,False,False
922717337eff4035,8fd1d51c0cdb4918,nballard@gmail.com,Karl,Williams,Chief Executive Officer,Nurture,,,2025-03-17,,196,False,False,,False,False,False
6b0f1a4d6adc4744,82093ea79b354ada,joshua98@hotmail.com,Jennifer,Lane,Public relations officer,Nurture,,,2024-07-29,,42,False,False,,False,False,True
8670ba5af2294190,16f64ec320bb420b,ronald.reed@pearsonllc.com,Ronald,Reed,,Qualified,,,2023-06-01,,6,False,False,,True,True,False
79892b041f3740c2,6f70441fa47a4ff7,linda.reynolds@edwardsperry.com,Linda,Reynolds,"Scientist, biomedical",Nurture,,Manager,2023-06-01,,113,False,False,,False,False,True
76f907bcdd6c4804,37f5eb0bf03943d9,nicoleburton@mail.ru,Shawn,Hines,"Scientist, clinical (histocompatibility and immunogenetics)",MQL,,Individual Contributor,2024-02-26,2025-01-06,171,True,False,,False,True,True
f4ceba529c52455d,2670ce83d3ef4f45,michelle.ray@guerreroltd.com,Michelle,Ray,,Qualified,End User,Manager,2025-02-12,,5,False,False,,False,False,False
